sample,cold_reduction_percent,true_strain,work_hardening_rate_MPa
5 Y-1,48.9796,0.0195,467.89683
5 Y-1,48.9796,0.01975,340.20927
5 Y-1,48.9796,0.02,241.21918
5 Y-1,48.9796,0.02025,168.80728
5 Y-1,48.9796,0.0205,119.1083
5 Y-1,48.9796,0.02075,86.030459
5 Y-1,48.9796,0.021,65.573953
5 Y-1,48.9796,0.02125,54.64729
5 Y-1,48.9796,0.0215,53.462762
5 Y-1,48.9796,0.02175,62.038077
5 Y-1,48.9796,0.022,71.299814
5 Y-1,48.9796,0.02225,82.729013
5 Y-1,48.9796,0.0225,94.06666
5 Y-1,48.9796,0.02275,102.46538
5 Y-1,48.9796,0.023,110.4648
5 Y-1,48.9796,0.02325,117.04636
5 Y-1,48.9796,0.0235,119.36552
5 Y-1,48.9796,0.02375,121.09109
5 Y-1,48.9796,0.024,120.42081
5 Y-1,48.9796,0.02425,116.42439
5 Y-1,48.9796,0.0245,109.28758
5 Y-1,48.9796,0.02475,103.47063
5 Y-1,48.9796,0.025,96.875943
5 Y-1,48.9796,0.02525,92.331643
5 Y-1,48.9796,0.0255,87.995287
5 Y-1,48.9796,0.02575,83.097633
5 Y-1,48.9796,0.026,79.843071
5 Y-1,48.9796,0.02625,77.602583
5 Y-1,48.9796,0.0265,75.52191
5 Y-1,48.9796,0.02675,75.490698
5 Y-1,48.9796,0.027,74.575564
5 Y-1,48.9796,0.02725,72.876178
5 Y-1,48.9796,0.0275,71.714956
5 Y-1,48.9796,0.02775,70.729755
5 Y-1,48.9796,0.028,69.186921
5 Y-1,48.9796,0.02825,68.681064
5 Y-1,48.9796,0.0285,65.827673
5 Y-1,48.9796,0.02875,62.013445
5 Y-1,48.9796,0.029,59.268525
5 Y-1,48.9796,0.02925,55.117944
5 Y-1,48.9796,0.0295,51.074985
5 Y-1,48.9796,0.02975,48.379956
5 Y-1,48.9796,0.03,44.954455
5 Y-1,48.9796,0.03025,42.544134
5 Y-1,48.9796,0.0305,40.68738
5 Y-1,48.9796,0.03075,38.097299
5 Y-1,48.9796,0.031,37.058441
5 Y-1,48.9796,0.03125,37.907634
5 Y-1,48.9796,0.0315,37.7701
5 Y-1,48.9796,0.03175,38.289786
5 Y-1,48.9796,0.032,38.774256
5 Y-1,48.9796,0.03225,38.730116
5 Y-1,48.9796,0.0325,41.130802
5 Y-1,48.9796,0.03275,42.925329
5 Y-1,48.9796,0.033,42.715185
5 Y-1,48.9796,0.03325,42.779891
5 Y-1,48.9796,0.0335,42.612263
5 Y-1,48.9796,0.03375,41.776726
5 Y-1,48.9796,0.034,42.611666
5 Y-1,48.9796,0.03425,42.173604
5 Y-1,48.9796,0.0345,40.92573
5 Y-1,48.9796,0.03475,41.476841
5 Y-1,48.9796,0.035,40.688849
5 Y-1,48.9796,0.03525,39.196497
5 Y-1,48.9796,0.0355,40.750587
5 Y-1,48.9796,0.03575,41.508297
5 Y-1,48.9796,0.036,42.667164
5 Y-1,48.9796,0.03625,44.580907
5 Y-1,48.9796,0.0365,45.559013
5 Y-1,48.9796,0.03675,46.281203
5 Y-1,48.9796,0.037,49.581811
5 Y-1,48.9796,0.03725,51.980143
5 Y-1,48.9796,0.0375,53.650488
5 Y-1,48.9796,0.03775,56.01437
5 Y-1,48.9796,0.038,55.917834
5 Y-1,48.9796,0.03825,55.622624
5 Y-1,48.9796,0.0385,55.54493
5 Y-1,48.9796,0.03875,53.849556
5 Y-1,48.9796,0.039,53.63077
5 Y-1,48.9796,0.03925,53.424554
5 Y-1,48.9796,0.0395,50.26945
5 Y-1,48.9796,0.03975,46.276527
5 Y-1,48.9796,0.04,42.238564
5 Y-1,48.9796,0.04025,37.021418
5 Y-1,48.9796,0.0405,32.176335
5 Y-1,48.9796,0.04075,28.01156
5 Y-1,48.9796,0.041,21.052582
5 Y-1,48.9796,0.04125,15.504679
5 Y-1,48.9796,0.0415,10.67
5 Y-1,48.9796,0.04175,3.0369648
5 Y-1,48.9796,0.042,0
5 Y-1,48.9796,0.04225,0
5 Y-1,48.9796,0.0425,0
5 Y-1,48.9796,0.04275,0
5 Y-1,48.9796,0.043,0
5 Y-1,48.9796,0.04325,0
5 Y-1,48.9796,0.0435,0
5 Y-1,48.9796,0.04375,0
5 Y-1,48.9796,0.044,0
5 Y-1,48.9796,0.04425,0
5 Y-1,48.9796,0.0445,0
5 Y-1,48.9796,0.04475,0
5 Y-1,48.9796,0.045,0
5 Y-1,48.9796,0.04525,0
5 Y-1,48.9796,0.0455,0
5 Y-1,48.9796,0.04575,0
5 Y-1,48.9796,0.046,0
5 Y-1,48.9796,0.04625,0
5 Y-1,48.9796,0.0465,0
5 Y-1,48.9796,0.04675,0
5 Y-1,48.9796,0.047,0
5 Y-1,48.9796,0.04725,0
5 Y-1,48.9796,0.0475,0
5 Y-1,48.9796,0.04775,0
5 Y-1,48.9796,0.048,0
5 Y-1,48.9796,0.04825,0
5 Y-1,48.9796,0.0485,0
5 Y-1,48.9796,0.04875,0
5 Y-1,48.9796,0.049,0
5 Y-1,48.9796,0.04925,0
5 Y-1,48.9796,0.0495,0
5 Y-1,48.9796,0.04975,0
5 Y-1,48.9796,0.05,0
5 Y-1,48.9796,0.05025,0
5 Y-1,48.9796,0.0505,0
5 Y-1,48.9796,0.05075,0
5 Y-1,48.9796,0.051,0
5 Y-1,48.9796,0.05125,0
5 Y-1,48.9796,0.0515,0
5 Y-1,48.9796,0.05175,0
5 Y-1,48.9796,0.052,0
5 Y-1,48.9796,0.05225,0
5 Y-1,48.9796,0.0525,0
5 Y-1,48.9796,0.05275,0
5 Y-1,48.9796,0.053,0
5 Y-1,48.9796,0.05325,0
5 Y-1,48.9796,0.0535,0
5 Y-1,48.9796,0.05375,0
5 Y-1,48.9796,0.054,0
5 Y-1,48.9796,0.05425,0
5 Y-1,48.9796,0.0545,0
5 Y-1,48.9796,0.05475,0
5 Y-1,48.9796,0.055,0
5 Y-1,48.9796,0.05525,0
5 Y-1,48.9796,0.0555,0
5 Y-1,48.9796,0.05575,0
5 Y-1,48.9796,0.056,0
5 Y-1,48.9796,0.05625,0
5 Y-1,48.9796,0.0565,0
5 Y-1,48.9796,0.05675,0
5 Y-1,48.9796,0.057,0
5 Y-1,48.9796,0.05725,0
5 Y-1,48.9796,0.0575,0
5 Y-1,48.9796,0.05775,0
5 Y-1,48.9796,0.058,0
5 Y-1,48.9796,0.05825,0
5 Y-1,48.9796,0.0585,0
5 Y-1,48.9796,0.05875,0
5 Y-1,48.9796,0.059,0
5 Y-1,48.9796,0.05925,0
5 Y-1,48.9796,0.0595,0
5 Y-1,48.9796,0.05975,0
5 Y-1,48.9796,0.06,0
5 Y-1,48.9796,0.06025,0
5 Y-1,48.9796,0.0605,0
5 Y-1,48.9796,0.06075,0
5 Y-1,48.9796,0.061,0
5 Y-1,48.9796,0.06125,0
5 Y-1,48.9796,0.0615,0
5 Y-1,48.9796,0.06175,0
5 Y-1,48.9796,0.062,0
5 Y-1,48.9796,0.06225,0
5 Y-1,48.9796,0.0625,0
5 Y-1,48.9796,0.06275,0
5 Y-1,48.9796,0.063,0
5 Y-1,48.9796,0.06325,0
5 Y-1,48.9796,0.0635,0
5 Y-1,48.9796,0.06375,0
5 Y-1,48.9796,0.064,0
5 Y-1,48.9796,0.06425,0
5 Y-1,48.9796,0.0645,0
5 Y-1,48.9796,0.06475,0
5 Y-1,48.9796,0.065,0
5 Y-1,48.9796,0.06525,0
5 Y-1,48.9796,0.0655,0
5 Y-1,48.9796,0.06575,0
5 Y-1,48.9796,0.066,0
5 Y-1,48.9796,0.06625,0
5 Y-1,48.9796,0.0665,0
5 Y-1,48.9796,0.06675,0
5 Y-1,48.9796,0.067,0
5 Y-1,48.9796,0.06725,0
5 Y-1,48.9796,0.0675,0
5 Y-1,48.9796,0.06775,0
5 Y-1,48.9796,0.068,0
5 Y-1,48.9796,0.06825,0
5 Y-1,48.9796,0.0685,0
5 Y-1,48.9796,0.06875,0
5 Y-1,48.9796,0.069,0
5 Y-1,48.9796,0.06925,0
5 Y-1,48.9796,0.0695,0
5 Y-1,48.9796,0.06975,0
5 Y-1,48.9796,0.07,0
5 Y-1,48.9796,0.07025,0
5 Y-1,48.9796,0.0705,0
5 Y-1,48.9796,0.07075,0
5 Y-1,48.9796,0.071,0
5 Y-1,48.9796,0.07125,0
5 Y-1,48.9796,0.0715,0
5 Y-1,48.9796,0.07175,0
5 Y-1,48.9796,0.072,0
5 Y-1,48.9796,0.07225,0
5 Y-1,48.9796,0.0725,0
5 Y-1,48.9796,0.07275,0
5 Y-1,48.9796,0.073,0
5 Y-1,48.9796,0.07325,0
5 Y-1,48.9796,0.0735,0
5 Y-1,48.9796,0.07375,0
5 Y-1,48.9796,0.074,0
5 Y-1,48.9796,0.07425,0
5 Y-1,48.9796,0.0745,0
5 Y-1,48.9796,0.07475,0
5 Y-1,48.9796,0.075,0
5 Y-1,48.9796,0.07525,0
5 Y-1,48.9796,0.0755,0
5 Y-1,48.9796,0.07575,0
5 Y-1,48.9796,0.076,0
5 Y-1,48.9796,0.07625,0
5 Y-1,48.9796,0.0765,0
5 Y-1,48.9796,0.07675,0
5 Y-1,48.9796,0.077,0
5 Y-1,48.9796,0.07725,0
5 Y-1,48.9796,0.0775,0
5 Y-1,48.9796,0.07775,0
5 Y-1,48.9796,0.078,0
5 Y-1,48.9796,0.07825,0
5 Y-1,48.9796,0.0785,0
5 Y-1,48.9796,0.07875,0
5 Y-1,48.9796,0.079,0
5 Y-1,48.9796,0.07925,0
5 Y-1,48.9796,0.0795,0
5 Y-1,48.9796,0.07975,0
5 Y-1,48.9796,0.08,0
5 Y-1,48.9796,0.08025,0
5 Y-1,48.9796,0.0805,0
5 Y-1,48.9796,0.08075,0
5 Y-1,48.9796,0.081,0
5 Y-1,48.9796,0.08125,0
5 Y-1,48.9796,0.0815,0
5 Y-1,48.9796,0.08175,0
5 Y-1,48.9796,0.082,0
5 Y-1,48.9796,0.08225,0
5 Y-1,48.9796,0.0825,0
5 Y-1,48.9796,0.08275,0
5 Y-1,48.9796,0.083,0
5 Y-1,48.9796,0.08325,0
5 Y-1,48.9796,0.0835,0
5 Y-1,48.9796,0.08375,0
5 Y-1,48.9796,0.084,0
5 Y-1,48.9796,0.08425,0
5 Y-1,48.9796,0.0845,0
